"","AVGFACSAL","SAT_AVG","RET_FT4","PCIP12","PCIP46","COMP_2YR_TRANS_YR2_RT","IND_WDRAW_2YR_TRANS_YR2_RT","NOPELL_WDRAW_4YR_TRANS_YR2_RT","COMP_2YR_TRANS_YR3_RT","UNKN_4YR_TRANS_YR4_RT","DEP_ENRL_2YR_TRANS_YR4_RT","LO_INC_COMP_2YR_TRANS_YR6_RT","LOAN_UNKN_ORIG_YR6_RT","FIRSTGEN_COMP_2YR_TRANS_YR6_RT","DEP_WDRAW_2YR_TRANS_YR8_RT","IND_WDRAW_2YR_TRANS_YR8_RT","PELL_WDRAW_4YR_TRANS_YR8_RT","IND_INC_PCT_H2","GT_25K_P6","MN_EARN_WNE_P6","COSTT4_A","RETURN"
"166957",7382,984.084414285715,0.68876495047619,0,0,0.016339869,0.023058252,0.038348083,0.027652733,0.0075481012808,0.0189904616497667,0.045126354,0.0149618513275,0.039473684,0.026530612,0.038696538,0.076696165,0.0233177881,0.545,30000,13092,1.29147571035747
"167312",6864,963.556093939394,0.695328653015873,0.0401,0.0077,0.015102975,0.020928117,0.026699029,0.034754402,0.00742207994143334,0.017902813,0.041082164,0.0173256941573333,0.045184304,0.03630363,0.034106412,0.089803555,0.0118595825,0.539,28600,12526,1.28325083825643
"167376",6779,981.638866666667,0.669918153333333,0,0,0.019861432,0.02739726,0.028645833,0.029773157,0.0093988031358,0.0220614435262667,0.046286329,0.031775701,0.048209366,0.043902439,0.026825633,0.084960938,0.0179775281,0.554,29600,12455,1.37655560016058
"167525",8550,993.9618,0.681728323333333,0,0,0.018450185,0.041198502,0.05923345,0.031650984,0.0100782289339,0.0319840460741,0.074626866,0.0157369392720333,0.07523511,0.045833333,0.052219321,0.138888889,0.0173370319,0.676,38800,15981,1.42788311119454
"167534",6783,960.017666666666,0.651864575757576,0,0,0.0134727115314333,0.019970414,0.054867257,0.020746888,0.005512679,0.0169017652513667,0.025450689,0.021925644,0.036088475,0.029141104,0.023913044,0.136307311,0.0165639445,0.565,31300,10587,1.95645603098139
"167729",8765,986,0.7808,0,0,0.018983808,0.029978587,0.031428571,0.021046644,0.00696512403749999,0.0277391647955666,0.036020583,0.00911710981123333,0.037147103,0.0598315983137,0.0376360013315,0.057217165,0.0244988864,0.697,36800,20601,0.786321052376098
"167905",5334,934.622033333333,0.643924736666666,0.0164,0.0018,0.018947368,0.043720191,0.030674847,0.041648206,0.0118572531691333,0.023350254,0.074836296,0.0242211529703667,0.070967742,0.069846678,0.062103929,0.055895197,0.0074463425,0.5,28800,13496,1.1339656194428
"167987",10405,1061,0.7609,0,0,0.013109596,0.036789298,0.028048781,0.02238806,0.00660802338493332,0.0275994406975,0.036750484,0.007284079,0.028497409,0.057692308,0.04587156,0.077455048,0.0226480836,0.719,39100,23763,0.645415141185877
"168838",5039,923.508993939394,0.5833,0,0,0.01576505,0.057745098,0.039964077,0.027592823,0.005021486,0.026848658,0.053675613,0.004367913,0.051265661,0.094706956,0.072092469,0.129153481,0.0134560907,0.44,26300,18035,0.458275575270308
"168847",5587,924.431727272727,0.5149,0,0,0.01576505,0.057745098,0.039964077,0.027592823,0.005021486,0.026848658,0.053675613,0.004367913,0.051265661,0.094706956,0.072092469,0.129153481,0.0134560907,0.44,26300,18241,0.441806918480346
"169248",8603,1029,0.7671,0,0,0.013494461,0.034730539,0.038179148,0.01779153,0.005720339,0.0280837531044667,0.027777778,0.003975678,0.026203534,0.072775564,0.041666667,0.090614887,0.0327564895,0.663,35300,21523,0.640105933187753
"169275",7978,869.611166666666,0.59806538909091,0.0271,0.0017,0.015053763,0.028985507,0.094812165,0.019345238,0.010113269,0.019682887,0.032931727,0.01377551,0.032418953,0.03507341,0.033838973,0.223534042,0.0055724417,0.376,23700,12138,0.952545724172022
"169479",6090,967.946866666666,0.7887,0,0,0.018523878,0.056448452,0.045741325,0.021363418,0.010106114,0.019250253,0.042156863,0.010886968,0.037966932,0.103159851,0.074302575,0.193963108,0.0215311005,0.558,31600,25439,0.242187192892802
"169521",8440,902.3626,0.650846603333333,0.003,0.0254,0.014203687,0.021978022,0.078175896,0.023980069,0.0091506774724,0.014007308,0.047058824,0.015055468,0.044827586,0.025423729,0.032544379,0.126152074,0.0049525382,0.462,27000,8604,2.13807531380753
"169716",8667,1142,0.8246,0,0,0.00907081911846667,0.039855073,0.0561086652933333,0.0130481329063667,0.015132409,0.0238334971349333,0.0241223815234667,0.017811705,0.0211152400759,0.032755299,0.05,0.173302108,0.0568181818,0.756,45600,48027,-0.050534074583047
"169798",8853,1011,0.7381,0,0,0.007867319,0.02973301,0.051321929,0.012321232,0.004042553,0.027429733,0.024684271,0.007076068,0.026570048,0.07,0.037800687,0.103016241,0.0275618375,0.616,33700,18905,0.78259719650886
"169910",7942,1010,0.7665,0.0036,0,0.022805622,0.036636137,0.044550517,0.022155361,0.004383562,0.0291480602423667,0.029590949,0.005396825,0.024371668,0.071627537,0.057915058,0.101930036,0.0205959684,0.703,39100,21498,0.818773839426923
"170055",8189,891.0684,0.60365598,0.0571,0,0.012262223,0.02739726,0.054290718,0.01953125,0.0093513856726,0.012628488,0.040996785,0.033357505,0.047445256,0.039050915,0.052728388,0.179582712,0.0066518847,0.485,26300,8382,2.13767597232164
"170082",7816,1090,0.8165,0,0,0.009432069,0.03358209,0.024271845,0.014492754,0.003418803,0.0193267537343333,0.017690875,0.005087209,0.01779603,0.033491488,0.033707865,0.064810127,0.0120996441,0.689,35600,21512,0.654890293789513
"170240",8784,868.913833333334,0.58881923,0.0339,0.0012,0.013045099,0.134064988,0.090490798,0.024393477,0.015124433,0.039384069,0.06016731,0.007645747,0.061243572,0.072555205,0.087880528,0.203635015,0.0037523452,0.455,27200,9498,1.86376079174563
"170417",4810,943.504666666666,0.544829981216298,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26994,0.25953915684967
"170444",7170,887.836,0.591088952142857,0.0117,0.0109,0.01409002,0.041436464,0.083916084,0.023762376,0.014705882,0.020501139,0.045698925,0.019319227,0.03956044,0.047619048,0.043478261,0.184397163,0.0051177073,0.478,27600,11636,1.37194912341011
"170541",9508,924.516993939394,0.615902337619047,0,0,0.014015053,0.047263682,0.051635112,0.022953147,0.004771199,0.021485287,0.057444314,0.025540275,0.060050042,0.060085837,0.062196307,0.132802938,0.0040788579,0.491,27400,10156,1.69791256400158
"170550",9057,904.293333333334,0.614537350677656,0,0.0119,0.010843942,0.03950256,0.0634233234575,0.016831683,0.00927664495896667,0.0222852437931333,0.038283063,0.011815252,0.036927622,0.043478261,0.038834952,0.152637486,0.005197055,0.499,27500,9222,1.98199956625461
"170657",8139,924.961441666667,0.603102894805195,0,0.0123,0.015613783,0.043888284,0.063953488,0.021964975,0.00361714,0.017875211,0.041293339,0.019079346,0.038799793,0.034599729,0.037222222,0.173052632,0.0087216546,0.498,28100,11373,1.47076409038952
"170790",7502,917.756293939394,0.619398902820513,0.0419,6e-04,0.017283202,0.051241248,0.053981107,0.030273116,0.007283576286,0.023738872,0.051261188,0.013688213,0.048704663,0.033239038,0.041143654,0.167117117,0.0069133034,0.496,27500,10964,1.50820868296242
"171100",10614,1158,0.9051,0,0.001,0.003398058,0.039325843,0.013835264,0.007338226,0.00442866943316667,0.0238196645959,0.017379679,0.00637931,0.018645121,0.022341531,0.015804598,0.047830923,0.0236056259531266,0.758,42700,23740,0.798652064026959
"171137",8640,1125,0.8405,0,0,0.00598558441686667,0.021138211,0.084148728,0.006912442,0.006199628,0.0170773472843333,0.0144383300987,0.007401925,0.0151745082569,0.019255456,0.024282561,0.084917617,0.0163098879,0.678,40300,15831,1.54563830459226
"171146",7606,993,0.799,0,0,0.019068985,0.031890661,0.028195489,0.023081052,0.00757124081226666,0.016869728,0.033674963,0.0104741967774333,0.031301483,0.0304,0.047256098,0.136585366,0.0372005044,0.625,36500,16731,1.18157910465603
"171155",7369,861.522433333333,0.548833424182195,0,0,0.014069264,0.036231884,0.099656357,0.012276215,0.0107420884886333,0.01908397,0.035227273,0.0189569279161333,0.032624114,0.058637084,0.053497942,0.179814385,0.00985775262203334,0.452,26200,10136,1.58484609313339
"171225",8794,890.235166666667,0.649916432185592,0.0307,0,0.012658228,0.0387212623360333,0.0638126339054333,0.040638607,0.0122424754867333,0.02003643,0.074844075,0.0249276827024,0.056756757,0.069264069,0.040880503,0.125827815,0.0096830986,0.486,27100,7479,2.62347907474261
"171298",4665,923.237493939394,0.5306,0.0746,0,0.01576505,0.057745098,0.039964077,0.027592823,0.005021486,0.026848658,0.053675613,0.004367913,0.051265661,0.094706956,0.072092469,0.129153481,0.0134560907,0.44,26300,18466,0.4242391422073
"171304",9090,883.553533333334,0.608388748578089,0,0,0.016561965,0.039443156,0.127659575,0.026434196,0.009294697,0.0248337900095,0.042042042,0.0189571219367,0.044487428,0.02919708,0.041214751,0.194865811,0.00778713302058334,0.463,26400,9042,1.91970802919708
"171456",7442,1030,0.722,0.0086,0.0202,0.012334399,0.031026253,0.036505867,0.014204546,0.00624730889703333,0.0198650042,0.018181818,0.006948156,0.021794872,0.047833427,0.025773196,0.071487264,0.0145412050789067,0.541,30100,18466,0.630022744503412
"171492",6534,1029,0.8328,0,0,0.015241321,0.022687609,0.030952381,0.018032787,0.00851524285963334,0.0274503937656,0.0260159432931333,0.0125148561642,0.0268643998729,0.080194411,0.021052632,0.109354414,0.0526315789,0.754,44200,32803,0.347437734353565
"171535",8687,892.156,0.602552565281385,0.0157,0,0.018382353,0.069697539,0.103174603,0.029047202,0.007196791,0.029394474,0.046472185,0.015058824,0.040244524,0.044342508,0.046916183,0.222265322,0.0042623727,0.473,27100,10055,1.69517652909
"171571",8482,1070,0.7814,0,0,0.014762165,0.033009709,0.032089552,0.014370245,0.00658837,0.0276,0.027531957,0.012452439,0.028215768,0.051081731,0.027190332,0.094076655,0.0287000563,0.674,37800,19407,0.947750811562838
"172051",7489,990,0.7046,0,0,0.02639421,0.043383948,0.042183623,0.024237359,0.0113646475424,0.0299071841346667,0.038873995,0.007392804,0.040494938,0.084989719,0.025878004,0.094128611,0.0237467018,0.641,33700,17876,0.885209219064668
"172200",9649,900.308900000001,0.571537805,0.0499,0,0.015076683,0.083216456,0.05952381,0.020521353,0.01181767,0.01819407,0.054848967,0.0274582394140334,0.046364594,0.061728395,0.05862069,0.174389217,0.0062984496,0.52,29100,8550,2.40350877192982
"172291",8098,902.238033333334,0.60687539909091,0,0,0.016470588,0.0395189,0.07,0.023076923,0.009535161,0.0251371418556334,0.054226475,0.018348624,0.047368421,0.0480810240388333,0.0481774969137667,0.170807453,0.0135658915,0.488,28600,10118,1.82664558213086
"172334",4953,1069,0.7572,0,0,0.017890772,0.017886179,0.039215686,0.013888889,0.00860488566386666,0.0221155830730334,0.0260842514735333,0.0128887428735,0.0243366821693667,0.062790698,0.028571429,0.113545817,0.0762886598,0.666,37500,32709,0.146473447674952
"172617",7205,897.435133333333,0.57633572,0.0128,0.0237,0.013540198,0.030587075,0.08411215,0.0192783,0.00881466,0.015855659,0.048250905,0.011777902,0.047743056,0.045989305,0.054607509,0.202672606,0.0104321908,0.477,27200,10498,1.59096970851591
"172635",6140,863.219733333334,0.609558380476191,0.0012,0.0059,0.019701945,0.050233645,0.108843537,0.031008646,0.008361036,0.026386007,0.063020588,0.006256015,0.064109742,0.069735951,0.046662125,0.247378456,0.00750803392431999,0.367,22900,10234,1.23763924174321
"172644",9689,1050,0.7695,0.0132,0,0.01009897,0.032752245,0.047584187,0.016595831,0.00810098,0.042129901,0.043774668,0.009354537,0.040778499,0.073269514,0.048335124,0.142857143,0.0129429892,0.608,36500,20199,0.807020149512352
"172699",9016,1030,0.7371,0,0,0.013733706,0.033175356,0.024621212,0.020241916,0.00706911528543333,0.0264929573496,0.018394649,0.0046902,0.030810449,0.058225508,0.037077426,0.056324111,0.0187165775,0.61,33000,22483,0.467775652715385
"172954",7061,1009.49886666667,0.688811453333333,0,0.0439,0.014317181,0.051515152,0.0393049532843,0.038209607,0.0078753615486,0.0322608820786333,0.058631922,0.0135724307543333,0.062295082,0.060070671,0.087193461,0.06017192,0.0212121212,0.707,34800,19562,0.778959206625089
"172963",7175,957.1122,0.626089665901027,0,0,0.0176,0.041704442,0.054739653,0.032809296,0.005745184,0.039974619,0.054242003,0.0160332615611,0.069007264,0.0708061,0.060358891,0.154689403,0.0222868217,0.632,33000,16272,1.02802359882006
"173124",7920,990,0.672,0,0.001,0.012048193,0.035937344672,0.028880866,0.033863165,0.0081561324793,0.0243810264416333,0.0361979488521667,0.0097843513206,0.033707865,0.04674221,0.050335571,0.058608059,0.0561097257,0.668,34500,18166,0.899152262468347
"173416",7362,1007.74375,0.674532395,0,0.0802,0.020947177,0.041867955,0.0422434472504666,0.014834206,0.00880507267500001,0.0303146276225334,0.053370787,0.0143770628041,0.040229885,0.065104167,0.068421053,0.083102493,0.0263396912,0.669,36000,17876,1.01387334974267
"173461",7142,1014.22846666667,0.692685083333333,0,0.0237,0.01525747,0.046540881,0.030456853,0.030403173,0.00640787812540001,0.0272473896742,0.054347826,0.0129949647388667,0.05631068,0.057529611,0.04,0.093701997,0.0083623693,0.612,32600,17179,0.897665754700506
"173559",7002,1006.77817192983,0.67188939,0.0176,0.0821,0.01642984,0.02661597,0.042207792,0.022453223,0.00599836491003333,0.012048193,0.044132397,0.012127894,0.053262317,0.049841772,0.045792079,0.115814697,0.0092006901,0.642,33200,15188,1.18593626547274
"173708",7098,988.9965,0.670581096666667,0.0318,0.0138,0.015873016,0.040999359,0.022132797,0.020672882,0.0084789238088,0.03195739,0.038374718,0.008634223,0.039097744,0.097247706,0.094827586,0.093573844,0.0099047619,0.629,32700,18165,0.800165152766309
"173799",7123,961.787399999999,0.636145350952381,0,0.0031,0.014392631,0.029147982,0.043636364,0.036132316,0.00895825005143334,0.0306304662278667,0.062962963,0.011374408,0.08,0.078125,0.084710744,0.155752212,0.0202205882,0.677,34800,15152,1.29672650475185
"173920",8439,1030,0.7363,0,0,0.023213195,0.0434198587005667,0.042105263,0.031259577,0.00946961655993334,0.0276388366678666,0.043024772,0.00854818491563333,0.045771144,0.046558705,0.04028436,0.059773829,0.0218978102,0.738,37200,17578,1.11628171578109
"173984",5328,934.1636,0.3333,0,0,0.009316141,0.030054899,0.063967136,0.014723615,0.011389522,0.0212702827981667,0.025569761,0.025008336,0.022551092,0.059278351,0.033084312,0.128093159,0.0081728435,0.632,35400,23047,0.535991669197726
"174020",8408,1020.72323333333,0.6119,0,0,0.029788995,0.016657711,0.029585799,0.019745502,0.0101678405245,0.0265475670649,0.02638191,0.007082153,0.030050084,0.041916168,0.029504742,0.057437408,0.0234676974,0.774,42200,18170,1.32250963126032
"174066",10892,1270,0.9022,0.0043,0.0025,0.007065311,0.0182965392313,0.014905149,0.00926528,0.002333178,0.0207665207776667,0.014476615,0.006897772,0.019002375,0.026068622,0.027678571,0.051626016,0.0147643384,0.775,44700,24278,0.841173078507291
"174136",7268,960.079727272727,0.636342796269842,0.0207,0.004,0.015321477,0.041206457,0.040740741,0.023462583,0.00254159,0.025016036,0.049172102,0.005834829,0.048722045,0.058951965,0.077021823,0.19412091,0.0053294574,0.546,31000,18789,0.649901538134015
"174154",5231,945.839599999999,0.3333,0,0,0.010660487,0.037787514,0.044925125,0.017226277,0.018762564,0.022624434,0.0261922153946,0.0116888929154667,0.019011407,0.050583658,0.037339557,0.147562582,0.0145711907,0.566,30900,22451,0.376330675693733
"174233",7487,1109,0.7509,0,0,0.018239854,0.0356757693871333,0.030901288,0.031726908,0.0069372885238,0.0267515038205,0.033970276,0.007052186,0.033388982,0.0580925342611334,0.0407905550892333,0.070959264,0.0315702318748433,0.748,38900,22796,0.706439726267766
"174279",4757,965.116033333333,0.6154,0,0,0.011104942,0.036943745,0.035714286,0.011700183,0.00805821791419999,0.028670721,0.034437947,0.010211268,0.029571984,0.076219512,0.06075419,0.126634549,0.0240050537,0.593,30400,30125,0.00912863070539419
"174358",8058,1049,0.6768,0,0,0.026554013,0.035422343,0.056318681,0.031938326,0.0102283346994333,0.0264086347724667,0.027777778,0.0138522854674,0.045548654,0.052703628,0.039711191,0.068880689,0.0161764706,0.696,34700,18028,0.924783669846905
"174376",7122,943.378466666666,0.629363111282051,0,0.0142,0.018651971,0.044460641,0.057793345,0.026851099,0.00966272076173335,0.041166381,0.068085106,0.0142173980722333,0.057441253,0.085007728,0.097902098,0.14797136,0.0163424125,0.66,34700,19425,0.786357786357786
"174385",4125,912.4556,0.5,0,0,0.011998345,0.042876902,0.047552448,0.019883608,0.012247714,0.028901734,0.047619048,0.02793995,0.04765625,0.073863636,0.063572149,0.17458359,0.0062749572,0.546,30500,22631,0.347708894878706
"174428",7216,950.067966666667,0.628819514615385,0.0028,0,0.020516449,0.037119525,0.049261084,0.034119898,0.0090481450722,0.029815146,0.057168784,0.014941893,0.056806002,0.068505338,0.087740385,0.161231884,0.0145824127,0.636,33500,17455,0.919220853623604
"174473",6939,1020.00506666667,0.689191826666667,0,0.0211,0.0115599056148,0.035502959,0.032154341,0.017391304,0.00732869753136666,0.0219438169468334,0.036423841,0.008984726,0.023554604,0.054285714,0.046242775,0.093434343,0.0193896101649067,0.633,33000,15429,1.13882947695897
"174738",7112,1004.08096666667,0.675624822380953,0,0.0651,0.0177501185681,0.02994012,0.046904315,0.024555904,0.00719925403563333,0.0217355277034667,0.036390102,0.012639405,0.03030303,0.051118211,0.03564728,0.089588378,0.0104102878,0.623,32100,18591,0.726641923511376
"174756",7088,1008.22233333333,0.66948148,0.0179,0.0461,0.020033389,0.048882682,0.056016598,0.021658743,0.00715360924283334,0.0245726526084333,0.058219178,0.008818342,0.046816479,0.052303861,0.036827196,0.073578595,0.011577424,0.663,34500,12704,1.71568010075567
"174783",8491,1010,0.7074,0,0,0.018518519,0.026200873,0.034812881,0.036628946,0.003123225,0.0284307921195667,0.044955045,0.003977461,0.054592721,0.03854299,0.024347826,0.050179212,0.0171428571,0.746,37100,17892,1.0735524256651
"174899",6904,1085,0.8365,0,0,0.026963658,0.0306595805919,0.023419204,0.019845645,0.0118340308472334,0.029205076277,0.0309552115063333,0.014102564,0.036764706,0.058712121,0.040590406,0.069486405,0.0941935484,0.809,46400,40685,0.140469460489124
"175005",6737,1051,0.7861,0,0,0.015065913,0.024336283,0.026431718,0.023508137,0.00790402440536666,0.0216853944024667,0.0280361235817333,0.0114014676074,0.027624309,0.034623218,0.041841004,0.061657033,0.0669144981,0.768,42000,43356,-0.0312759479656795
"175014",5153,924.280966666666,0.6471,0,0,0.009179745,0.028543186,0.034823285,0.017388846,0.015194547,0.019852083,0.025773196,0.0167979,0.020191286,0.077830189,0.057427259,0.130559541,0.0226887059,0.553,28700,25387,0.130499862134163
"175041",7072,912.486366666667,0.640748056190475,0.0788,0.0996,0.014121511,0.046191646,0.026190476,0.017857143,0.00935827276080001,0.027149321,0.053164557,0.0240054901448,0.06340819,0.078431373,0.097508126,0.139712919,0.006993007,0.531,29000,18578,0.560986112606308
"175236",7154,993.098166666666,0.661890653333333,0.0262,0.0203,0.016690856,0.039525692,0.035897436,0.021229868,0.0064238340113,0.0211605395489,0.027624309,0.0131235246649333,0.03187251,0.049941928,0.061452514,0.09762901,0.0126974605456967,0.593,31200,13045,1.39172096588731
"175263",7131,1013.7271,0.700955473333334,0.019,0.0059,0.015028902,0.031779661,0.0368010922955,0.025536262,0.00697383217993333,0.0260304841174334,0.031428571,0.010535102071,0.045602606,0.062972292,0.04735376,0.073529412,0.0228136882,0.615,31100,19177,0.621734369296553
"175272",7812,1070,0.783,0,0,0.023717328,0.058219178,0.032786885,0.032426778,0.00799444286366667,0.0283678740284333,0.043478261,0.006207675,0.061837456,0.0437018,0.040816327,0.055632823,0.0373514431,0.761,37300,20449,0.824050075798328
"175315",7238,985.0967,0.633516506904762,0.0119,0.0015,0.013607331,0.039075399,0.060168472,0.026922009,0.00705796335043333,0.024416136,0.06190823,0.005976096,0.047091413,0.062141491,0.081497797,0.119538335,0.0135224274,0.614,31800,13047,1.43734191768223
"175616",5908,950,0.6614,0,0,0.036076663,0.0483404214049,0.063583815,0.043478261,0.020571429,0.0300094527970333,0.032786885,0.0196117570681667,0.030470914,0.0641906426626667,0.0549115440804,0.152439024,0.0199969069850933,0.581,30800,17749,0.735309031494732
"175643",5210,888.573366666667,0.586914427142857,0.0522,0.0418,0.019160584,0.075650118,0.0644259408011333,0.025041736,0.00948740091060001,0.021520803,0.04368932,0.0311448116505333,0.046296296,0.079059829,0.057823129,0.098265896,0.00821618297269,0.431,26100,10087,1.58748884703083
"175652",5927,854.1895,0.587666107142857,0.0339,0.0548,0.019364449,0.052259887,0.116883117,0.022277228,0.00998250472106667,0.018604651,0.033557047,0.0206440120812667,0.033834587,0.061881188,0.066570188,0.245949926,0.00646969281414666,0.402,24300,9564,1.54077791718946
"175786",5165,895.885308333334,0.539242317619048,0.0368,0.0727,0.018469657,0.060951632,0.04610951,0.031255337,0.004196538,0.021468144,0.047930283,0.011754828,0.039825762,0.071150098,0.062987013,0.166932652,0.0058495081,0.393,24100,8395,1.87075640262061
"175810",6404,855.768033333333,0.585077597142857,0.0139,0,0.025016678,0.061780739,0.0989560001951,0.028935905,0.0108639850773667,0.024322446,0.046800948,0.009784736,0.036433365,0.059050064,0.068010076,0.210639828,0.00685001749773666,0.431,25200,9907,1.54365600080751
"175829",6292,885.074333333333,0.577184991666667,0,0.0197,0.013389121,0.033820841,0.0857134662581001,0.018657938,0.0100770966100667,0.011003236,0.0298500507798667,0.009192384,0.021176471,0.063212435,0.046462513,0.209847597,0.00967069421262333,0.448,26000,10991,1.3655718314985
"175856",6761,910,0.7552,0,0,0.015913758,0.037991859,0.077777778,0.011778563,0.0086698597013,0.0211693452561333,0.025550036,0.007234279,0.020779221,0.059349594,0.058919804,0.135435993,0.01243467734157,0.465,25600,18724,0.367229224524674
"175883",4642,867.451966666667,0.611794874285714,0.0285,0.0373,0.02889785,0.039119804,0.0735421452411334,0.033936652,0.0150425381240667,0.019936204,0.046986721,0.0298404691432,0.04387292,0.063265306,0.052980133,0.127300614,0.00780548597964666,0.416,25800,9855,1.6179604261796
"176017",8409,1100,0.8558,0,0,0.014143095,0.014806378,0.029992685,0.021477663,0.005625414,0.0247481216672667,0.018308631,0.01203819,0.023419204,0.041469194,0.029032258,0.068276436,0.0198019802,0.707,41200,21526,0.913964508036793
"176026",5304,1020.65958571429,0.725912829999999,0,0,0.014143095,0.014806378,0.029992685,0.021477663,0.005625414,0.0213510156635333,0.018308631,0.01203819,0.023419204,0.041469194,0.029032258,0.068276436,0.0198019802,0.707,41200,22406.9521190476,0.838715046165377
"176035",5914,995,0.7912,0.0204,0,0.025906736,0.024444444,0.0482284093222667,0.025920873,0.0143008277720333,0.0267590442551333,0.0510765384334334,0.0214196776647,0.0490606388954333,0.053731343,0.06640625,0.126086957,0.0525686977,0.569,30800,15935,0.932852212111704
"176071",5178,893.5504,0.630638762424242,0.0144,0.0319,0.015041944,0.023132849,0.068345324,0.024732824,0.0108318319005667,0.021505376,0.0368050852871333,0.019444444,0.036381514,0.027964206,0.023094688,0.123936817,0.0056532663,0.426,26100,12021,1.17120039930122
"176080",7852,1106,0.7851,3e-04,0,0.017068545,0.01674277,0.02631579,0.022727273,0.006660324,0.0209006195425667,0.02640264,0.007425743,0.025183631,0.04160401,0.02247191,0.074027604,0.009057971,0.67,36600,20796,0.759953837276399
"176178",5554,891.1042,0.62064463,0.0419,0,0.025195778,0.041436464,0.051369863,0.040809969,0.0102765085205,0.025059118854,0.060179257,0.011786038,0.059874888,0.049674267,0.042154567,0.162777778,0.0067183463,0.449,25600,8243,2.10566541307776
"176372",7109,1082,0.7162,0,0,0.021582734,0.030794165,0.031678986,0.027956388,0.004224162,0.0218572461604333,0.037538462,0.007220217,0.033795494,0.046347607,0.034883721,0.082945014,0.0126467931,0.599,32000,18781,0.703849635269687
"176637",5283,941.127033333333,0.145059641847042,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26033,0.306034648330965
"176965",6867,990,0.6884,0,0,0.016064257,0.025684932,0.035049288,0.02055076,0.00731603249056667,0.0215809283493334,0.028614458,0.005572442,0.030269058,0.054132713,0.027722772,0.092320966,0.0151006711,0.654,33100,18355,0.803323345137565
"177065",7090,1020.40116666667,0.5311,0,0,0.014040792,0.027601577,0.04198895,0.016218873,0.007724719,0.023307436,0.017407238,0.007390563,0.018134715,0.02587519,0.025098039,0.101203745,0.0125861277,0.659,35400,17611,1.01010731928908
"177250",5414,900.859533333334,0.625339313333333,0.0063,0,0.012605042,0.022807018,0.0628421872131,0.028528529,0.00945058387723333,0.015923567,0.061302682,0.0201966593916,0.054892601,0.029673591,0.036036036,0.127340824,0.00832600522807334,0.466,25200,11225,1.24498886414254
"177472",4573,920.993400000001,0.572966320649351,0.0352,0,0.012853917,0.020932445,0.064814815,0.015687642,0.006560847,0.009594883,0.027579648,0.01381509,0.025141421,0.030679328,0.026277372,0.119715176,0.0043552358,0.465,25800,11118,1.32056125202375
"177551",5346,841.2382,0.431,0,0,0.0152348332774333,0.070093458,0.212765957,0.022727273,0.02294197,0.0268538088048333,0.0364658594008,0.0249371322588667,0.027322404,0.103550296,0.063157895,0.193548387,0.00923421193787999,0.389,22700,15610,0.45419602818706
"177676",6013,919.326366666667,0.611545294725275,0.012,0,0.012520414,0.030444965,0.042635659,0.020100503,0.00662210794686667,0.017361111,0.049848943,0.016034985,0.03875969,0.036437247,0.05787037,0.104311544,0.0121341899,0.464,26000,10234,1.5405511041626
"177940",5578,860.4342,0.5266,0,0,0.020792079,0.066433566,0.141891892,0.041125541,0.0137083662744333,0.0299925346323,0.05106383,0.0235314223016333,0.051546392,0.0918197,0.062222222,0.2074883,0.0103304934934433,0.488,25800,14906,0.730846638937341
"177968",6787,1045,0.707,0,0,0.011178388,0.019704434,0.033292232,0.015006821,0.00690604025696667,0.0197193303083333,0.019097222,0.0107141715307667,0.02919708,0.056730769,0.017761989,0.084224599,0.0449511401,0.679,36500,30193,0.208889477693505
"177995",5028,932.792080952382,0.623499567402597,0,0,0.011550633,0.020497404,0.042372881,0.017879353,0.00699080712743334,0.013838014,0.024671707,0.01177163,0.02882141,0.028388928,0.032667877,0.137163733,0.0064896755,0.51,27400,12504,1.191298784389
"178226",3841,941.455983333333,0.2941,0,0,0.016352201,0.064453125,0.0431545939705999,0.02443281,0.013911183,0.024460432,0.036405006,0.008223684,0.037593985,0.036951501,0.039151713,0.065368568,0.0108187152393433,0.494,27300,29479,-0.0739170256792971
"178341",6592,990,0.6614,0,0,0.01531589,0.038123167,0.039568345,0.025458851,0.00662107372866667,0.018161181,0.038034865,0.010989011,0.039316239,0.048780488,0.044481054,0.073473282,0.0107349298,0.571,29600,14143,1.0929081524429
"178387",6672,959.085666666667,0.6041,0,0,0.019104084,0.040899796,0.064171123,0.021851639,0.00827125143543334,0.0220512736734,0.045031056,0.013843648,0.047393365,0.054358974,0.035326087,0.107526882,0.0127713921,0.571,29400,15242,0.928880724314394
"178396",8788,1165,0.8353,0,0,0.009784736,0.026373626,0.029244208,0.017632242,0.004539827,0.0241231952062333,0.016985138,0.007499354,0.019677996,0.0459536029506334,0.0326151396571334,0.062169312,0.02190676653955,0.756,40800,22387,0.822486264349846
"178402",8305,1105,0.733,0,0,0.0130813316846667,0.032225579,0.028605483,0.019223225,0.0058371486154,0.021865889,0.018338727,0.01056524,0.035360679,0.037878788,0.031839623,0.083557952,0.020498615,0.71,41900,23437,0.787771472458079
