"","AVGFACSAL","SAT_AVG","RET_FT4","PCIP12","PCIP46","COMP_2YR_TRANS_YR2_RT","IND_WDRAW_2YR_TRANS_YR2_RT","NOPELL_WDRAW_4YR_TRANS_YR2_RT","COMP_2YR_TRANS_YR3_RT","UNKN_4YR_TRANS_YR4_RT","DEP_ENRL_2YR_TRANS_YR4_RT","LO_INC_COMP_2YR_TRANS_YR6_RT","LOAN_UNKN_ORIG_YR6_RT","FIRSTGEN_COMP_2YR_TRANS_YR6_RT","DEP_WDRAW_2YR_TRANS_YR8_RT","IND_WDRAW_2YR_TRANS_YR8_RT","PELL_WDRAW_4YR_TRANS_YR8_RT","IND_INC_PCT_H2","GT_25K_P6","MN_EARN_WNE_P6","COSTT4_A","RETURN"
"100663",10170,1146,0.8016,0,0,0.00627205,0.016548463,0.021348315,0.012858193,0.004985459,0.0220341485457,0.021363174,0.009610521,0.020531401,0.040343915,0.020506635,0.102189781,0.0291885581,0.669,38300,19990,0.915957978989495
"100706",9341,1180,0.8098,0,0,0.0136575257419333,0.0401504543539,0.029023747,0.016435986,0.00729874043163334,0.0288343419189,0.036072144,0.00953727366503333,0.049627792,0.057636888,0.026128266,0.074130106,0.0259887006,0.685,39200,20306,0.930463902294888
"100724",6557,830,0.6219,0,0,0.006293266,0.0317232886768333,0.107890539610467,0.015503876,0.009280743,0.0191918360944,0.0324574821047,0.015540944,0.033105023,0.058730159,0.040816327,0.233438486,0.00685700688192999,0.393,23100,17400,0.327586206896552
"100751",9605,1171,0.87,0,0,0.004839419,0.024420024,0.028686462,0.008086253,0.003985056,0.0211381538019334,0.020449898,0.00915404,0.017208413,0.033188463,0.026639344,0.076287349,0.0429906542,0.695,39000,26717,0.459744731818692
"100858",9429,1215,0.8946,0,0,0.005643739,0.0199264320738333,0.017205781,0.009397842,0.00498240767573334,0.0258339215799333,0.015209126,0.01191766,0.0189618997897,0.0438318433065,0.0285215770518,0.082225914,0.0183486239,0.741,40300,23788,0.694131494871364
"101116",4566,946.487466666666,0.1935,0,0,0.015670706,0.039082727,0.066634003,0.021815161,0.010444833,0.028962188,0.032329317,0.006464924,0.028593709,0.029147982,0.037935598,0.221343874,0.0198784933,0.58,34800,28525,0.219982471516214
"101161",6116,897.363966666667,0.620877063333334,0,0,0.014902364,0.033498759,0.090361446,0.02246604,0.00990041108286666,0.016068053,0.04358655,0.0190260577384,0.044628099,0.031496063,0.025862069,0.181055156,0.0116678106,0.475,27300,11921,1.29007633587786
"101365",5645,948.115599999999,0.5,0,0,0.010660487,0.037787514,0.044925125,0.017226277,0.018762564,0.022624434,0.0259323348133,0.0116649871234667,0.019011407,0.050583658,0.037339557,0.147562582,0.0145711907,0.566,30900,26656,0.15921368547419
"101480",6857,1036,0.7112,0,0,0.009465215,0.0304414,0.03030303,0.02002002,0.0074707859078,0.036337209,0.028776978,0.008498584,0.03440367,0.074626866,0.037593985,0.09321341,0.0293829579,0.548,30300,19202,0.577960629101135
"101505",6079,930.6454,0.614388406666667,0.0624,0,0.010941645,0.027186761,0.042600897,0.018357488,0.00885889503293334,0.018518519,0.035671819,0.0175538512838,0.044159544,0.038848921,0.04865557,0.156003506,0.0124636477,0.534,28600,12943,1.20968863478328
"101514",6083,915.590066666667,0.615255045735931,0.0141,0.0232,0.0056164,0.030192608,0.056818182,0.008389262,0.0105667543090667,0.018552876,0.019649123,0.017884915,0.016507385,0.034981906,0.031657356,0.136129032,0.011258956,0.454,26200,9829,1.66558144266965
"101879",7152,1028,0.7079,0,0,0.013709063,0.032876712,0.0420833575436,0.022957461,0.00920762733760002,0.0214299402136,0.021621622,0.01003009,0.021276596,0.0535275979933666,0.0385350712123333,0.075880759,0.0300500835,0.567,30300,15058,1.01221941824944
"102094",7212,1064,0.6787,0,0,0.011811024,0.030883919,0.034518829,0.019856214,0.00703202984296666,0.0228935929943333,0.031437126,0.006412997,0.029649596,0.053896577,0.03965702,0.105157401,0.0264857881,0.623,34300,17125,1.0029197080292
"102368",5996,990,0.7389,0,0,0.011265339,0.014616322,0.049056604,0.017952128,0.01483813,0.023671752,0.027815468,0.004699038,0.026548673,0.043360434,0.02259887,0.170273711,0.0174073316,0.601,33100,16877,0.961249037151153
"102553",8471,1055.15753333333,0.7062,0.0157,0,0.008296107,0.0204111975378,0.039817975,0.0121875,0.004917457,0.008737093,0.016553067,0.017241379,0.015748032,0.019607843,0.014883721,0.074198988,0.0216253924,0.677,39900,13180,2.02731411229135
"103361",7202,1049.53466666667,0.70696992969697,0,0,0.008296107,0.0202901766639,0.039817975,0.0121875,0.004917457,0.008737093,0.016553067,0.017241379,0.015748032,0.019607843,0.014883721,0.074198988,0.0216253924,0.677,39900,12434,2.20894322020267
"104151",10405,1145,0.844,0,0,0.004772293,0.024869346,0.023620357,0.00769452,0.003528115,0.021195652,0.013107345,0.008352474,0.013813518,0.059260455,0.042911634,0.051657813,0.0436772692,0.728,40300,21960,0.835154826958106
"104160",9023,884.589866666667,0.629370796666667,0.0018,0.1874,0.00974026,0.025547445,0.0776487241472667,0.014935742,0.0118882084019333,0.020538244,0.031563845,0.059405941,0.035984849,0.036866359,0.03046595,0.1337471818804,0.00673341540730666,0.406,24900,14337,0.736765013601172
"104179",10320,1106,0.8148,0,0,0.009791123,0.036723164,0.02634352,0.016638935,0.00688523187013334,0.033552902,0.018267223,0.005805852,0.022277228,0.054206663,0.028703704,0.059427733,0.0130605137,0.693,39500,23905,0.652373980338841
"104346",6164,881.182066666667,0.630528584761904,0.0117,0.1444,0.009327633,0.066453674,0.0725272185398667,0.019461698,0.0110695282258333,0.03803681,0.045317221,0.0371759964484334,0.054347826,0.075842697,0.103448276,0.097014925,0.0072852761,0.463,27100,9205,1.94405214557306
"104364",4926,930.4894,0,0,0,0.007660293,0.042752955,0.040449438,0.009244928,0.036816065,0.021084337,0.0292837159834,0.0199468386578667,0.027667984,0.0554250548886333,0.0482641657236,0.0993018553662999,0.0052680222,0.537,29100,24344,0.195366414722314
"104586",8387,1171,0.828,0,0,0.005878285,0.013472137,0.054022989,0.00952381,0.004835165,0.0211836786852667,0.016271324963,0.00984456,0.019710907,0.037763253,0.027127004,0.088461539,0.0226279249,0.787,49300,45228,0.09003272309189
"104708",8601,934.258766666667,0.636245525714285,0,0,0.015490259,0.096994112,0.047016275,0.024834182,0.004993278,0.047865975,0.047103411,0.012212644,0.053229241,0.092494314,0.135021097,0.121307073,0.003989844,0.568,30300,12043,1.51598438927178
"104717",5473,991.3757,0.5878,0,0,0.0058066,0.022412657,0.0264,0.010620533,0.01049262,0.017869416,0.018353576,0.009937704,0.016119578,0.049773756,0.023387097,0.144021739,0.0693971497,0.596,38400,31613,0.214690159111758
"104805",3848,975.4237,0.875,0,0,0.007187194,0.035169492,0.075221239,0.013299378,0.005235602,0.016688062,0.036091549,0.028174168,0.028391167,0.050828729,0.040918391,0.106802426,0.0065295462,0.432,24200,32523,-0.255911201303693
"105145",8912,932.226366666666,0.6308545504884,0,0.0814,0.009300445,0.133733625,0.045045045,0.0181054108944666,0.0126874460239667,0.055900621,0.0341914144507333,0.079396985,0.033802817,0.133779264,0.134343434,0.111549852,0.0102649007,0.609,36000,12673,1.84068492069755
"105154",8926,936.156433333333,0.61524790032967,0.0073,5e-04,0.011985869,0.094745909,0.068930041,0.021177686,0.005625088,0.03264894,0.037067545,0.011862396,0.038852361,0.080213904,0.105029586,0.137978613,0.0055160401,0.568,31300,12744,1.45605775266792
"105163",5163,941.127033333333,0.135280832958153,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26194,0.298007177216156
"105172",5549,941.096533333333,0,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26194,0.298007177216156
"105206",6105,887.091233333334,0.626138191428571,0.0291,0.0067,0.008663366,0.025830258,0.0597290389963001,0.015544042,0.0133753941852667,0.027027027,0.0257840517962666,0.1547492,0.019826518,0.071428571,0.061767838,0.125222025,0.00905007134303667,0.443,26200,15718,0.666878737752895
"105215",7501.55100011655,1057.23646666667,0.78557084,0,0,0.006999447,0.016199798,0.017707363,0.008074214,0.0059986304166,0.005050505,0.013311819,0.006233119,0.01095198,0.024786987,0.015075377,0.027204503,0.0102244943,0.626,32500,17224.4454333333,0.886853200922507
"105330",7863,1050,0.7178,0,0,0.009355509,0.044188281,0.029723992,0.011120765,0.006285714,0.027689645,0.021778584,0.005778829,0.023151125,0.071463775,0.046028211,0.047987616,0.0251557259,0.668,35600,22771,0.563392033727109
"105428",8822,884.012466666667,0.624315597091503,0.0071,0,0.011292648,0.121561338,0.064516129,0.021440823,0.0115327987968667,0.035205993,0.030165913,0.0318236150632,0.028169014,0.100472813,0.12838428,0.141826923,0.0037353255,0.518,28600,12521,1.28416260682054
"105516",2795,970.087463636364,0.4605,0,0,0.00787734,0.029903437,0.046256029,0.012556655,0.005611064,0.028581531,0.030275247,0.009451125,0.024562807,0.06099978,0.037393432,0.137397866,0.0197037804,0.596,36500,24167,0.510323995531096
"105525",7131,922.610408333334,0.654420132142856,0.0097,0.014,0.014682491,0.036134274,0.053491828,0.020736254,0.003616862,0.019110276,0.037299035,0.032651284,0.036441079,0.036585366,0.045599635,0.1007842,0.0034668053,0.486,27500,7367,2.73286276639066
"105534",5056,999.840272222222,0.8056,0,0,0.005969301,0.01455168,0.009246088,0.009116958,0.004374453,0.008521517,0.02062975,0.007268322,0.018099548,0.02490566,0.024482658,0.047791894,0.0193673338,0.505,27100,18133.8016,0.494446702229278
"105543",2524,990.507308441559,0.739128933333333,0,0,0.005969301,0.01455168,0.009246088,0.009116958,0.004374453,0.008521517,0.02062975,0.007268322,0.018099548,0.02490566,0.024482658,0.047791894,0.0193673338,0.505,27100,23304.6675544026,0.162857180293928
"105668",8791,928.3089,0.58346392010989,0,0.0232,0.008873298,0.096422487,0.078666667,0.016654938,0.004759844,0.051841746,0.029099307,0.021627998,0.029448622,0.110576923,0.142926123,0.174971031,0.0077906977,0.607,33300,11811,1.81940563881128
"105747",8995,920.4201,0.599390558629964,0.0423,0.001,0.010883215,0.161016949,0.052036199,0.016926503,0.0118853851169667,0.032989691,0.025990099,0.0381262938860667,0.025270758,0.111269615,0.171232877,0.176728869,0.0102145046,0.606,33700,12970,1.59830377794911
"106041",4711,1030.40082424242,0.705804153333333,0,0,0.010286783,0.018219462,0.0293960418293333,0.009315069,0.00690980232473333,0.007224564,0.018875344,0.007099752,0.018466899,0.032092426,0.031347962,0.029886432,0.0064545874,0.693,35900,20934.4692363403,0.714875098800256
"106245",7480,1077,0.6973,0,0,0.022074136,0.038221529,0.047619048,0.032644628,0.006965944,0.037171351,0.045,0.007249879,0.048824593,0.066929134,0.068603713,0.122289157,0.018744551,0.598,32800,19894,0.648738313059214
"106397",8902,1156,0.821,0,0,0.012861736,0.027662517,0.030612245,0.015675836,0.0056841309353,0.0202730314230334,0.020361991,0.007562278,0.032220944,0.033707865,0.022530329,0.070202808,0.0139968896,0.702,39200,19917,0.968167896771602
"106412",5341,842,0.5621,0,0,0.0188956723220666,0.061728395,0.102239573559967,0.027751196,0.0124054328567667,0.0309081066216333,0.044642857,0.0205018468236333,0.043298969,0.068920676,0.080645161,0.157894737,0.00763974409768666,0.38,23300,15414,0.511612819514727
"106458",6957,1088,0.7312,0,0,0.021832807,0.0361865,0.034313726,0.031528852,0.00439923,0.017552182,0.028291621,0.008438819,0.034021871,0.048093842,0.035947712,0.082749562,0.0086843248,0.534,30700,18809,0.632197352331331
"106467",6096,1008,0.6937,0.0126,0,0.017173524,0.015127389,0.055888224,0.018643396,0.0119345867809,0.0194955866615,0.030398323,0.105951602,0.038784067,0.0361547497831333,0.0306008818856,0.073868149,0.0156682028,0.558,30500,16126,0.891355574848071
"106485",5282,927.351333333335,0.4241,0,0,0.014084507,0.031021898,0.0570023866840333,0.022693997,0.009946442,0.015228426,0.026548673,0.012722646,0.031088083,0.073756432,0.052369077,0.1,0.0119969815839333,0.461,27000,16255,0.661027376191941
"106704",6434,1070,0.6977,0,0,0.022859704,0.028017241,0.055105349,0.030385488,0.00927313366806667,0.0269793998400333,0.061606161,0.007150715,0.064261556,0.050803525,0.052631579,0.119974874,0.02037808319871,0.58,31300,17899,0.748701044751103
"107071",5606,1011,0.5716,0,0,0.034001744,0.0539646479303333,0.0608208096059667,0.025962399,0.01695381581,0.0303300754303667,0.057082452,0.0225521913646667,0.070512821,0.08390411,0.049382716,0.123762376,0.0150806047583633,0.514,28100,18033,0.558254311539955
"107664",5198,922.955627272727,0.627355806190477,0.074,0.0051,0.017656884,0.022540984,0.055555556,0.029593758,0.003891051,0.021220159,0.050614251,0.00641574,0.04628331,0.041116006,0.030367608,0.195464853,0.0043227666,0.438,25000,17064,0.465072667604313
"107983",6077,989,0.6433,0,0,0.023094688,0.0435351805355333,0.0487982277280667,0.030444965,0.0120948617034667,0.0304032727431666,0.047368421,0.0163753018590333,0.042895442,0.091295117,0.058333333,0.100884956,0.0210192572966967,0.57,30800,17738,0.736385161799526
"108092",6658,1028,0.6217,0,0,0.012903226,0.025608195,0.041841004,0.017225326,0.010081613,0.013333333,0.028199566,0.01142355,0.021151586,0.032335329,0.026836158,0.07595928,0.0152302663968333,0.556,30300,14335,1.113707708406
"108232",7062,970.359033333333,0.71,0,0,0.007952286,0.038787024,0.05298913,0.020255272,0.004909984,0.043542074,0.024793388,0.005509642,0.028472821,0.091762252,0.062863795,0.098249027,0.0212527964,0.52,31500,34512,-0.0872739916550765
"108250",6627,941.634233333333,0.214463793513709,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26209,0.297264298523408
"109040",5222,928.37658888889,0.59437253952381,0,0,0.007069636,0.022179975,0.0584919183376667,0.018475073,0.00608825786653334,0.01199495,0.034171987,0.010859448,0.02646086,0.027956989,0.046933667,0.119777471565667,0.007055805,0.467,26500,16158.1668666667,0.64003752521382
"109208",8126,922.039941666667,0.630106149047619,0.011,0.0274,0.015119917,0.05252809,0.0576482754880333,0.030189295,0.003649635,0.045977012,0.044457978,0.024263432,0.048496605,0.058873003,0.08125,0.101366381,0.00909481230865667,0.448,27700,12319,1.24855913629353
"109350",8477,868.051533333333,0.624021783333333,0,0.0106,0.011005503,0.03836425,0.0831538478698334,0.018250951,0.0113051531336667,0.023777174,0.03245614,0.021338506,0.033547466,0.041666667,0.044530494,0.155246228684867,0.00612233816862,0.382,24300,11430,1.1259842519685
"109785",9231,1098,0.8228,0,0,0.005914244,0.024390244,0.030075188,0.009876543,0.006674757,0.0305835830543,0.0219189161024,0.012307692,0.025641026,0.071729958,0.087912088,0.068,0.095045045,0.695,44600,44021,0.0131528134299539
"109819",8689,892.2314,0.645567823333333,0.0181,0.0088,0.014613779,0.033702213,0.0705988352810001,0.019927536,0.015611448,0.020824103,0.035635724,0.0226029101109667,0.034527687,0.030460624,0.026581118,0.1432829397049,0.00650435396548,0.433,26500,8732,2.03481447549244
"110246",7923,918.544,0.667413818888888,0.0214,0.0016,0.01147343,0.031137725,0.0500747373097667,0.013615296,0.00915387843593333,0.022556391,0.0306661882349,0.021764032,0.027223231,0.040414508,0.048638132,0.097574124,0.00836109290964668,0.433,27800,11493,1.41886365613852
"110361",8355,984,0.7683,0,0,0.012316716,0.02688172,0.022140221,0.011642157,0.00799255035623333,0.0284352279959333,0.0217764399188667,0.0116350324276333,0.0223402327935,0.078534031,0.039393939,0.064220184,0.0664136622,0.632,37600,39026,-0.0365397427356122
"110495",8072,917,0.8725,0,0,0.00950378336293333,0.018617021,0.030150754,0.013854528,0.006520451,0.0221309723484,0.0228825174327333,0.011424219,0.0245668682269,0.043991416,0.028530671,0.063260341,0.0263951735,0.622,35700,17161,1.08029835091195
"110510",8558,888,0.8879,0,0,0.008544922,0.010989011,0.0267019699116666,0.009618027,0.00630742165586668,0.024290778299,0.022633745,0.00991629872869999,0.025828186,0.045260916,0.028225807,0.045507135,0.019650655,0.612,35500,17030,1.08455666470934
"110529",9101,1070,0.8997,0,0,0.004163605,0.010396975,0.0268626451918333,0.0140682915461333,0.00599866223696665,0.0275154278529667,0.020378457,0.010431655,0.020518359,0.05770751,0.041841004,0.048827374,0.0126251633,0.704,39800,19402,1.0513349139264
"110538",8370,1014,0.8665,0,0,0.004952027,0.013824885,0.015402844,0.005189029,0.003405995,0.0206408724331667,0.011636364,0.005384615,0.018771331,0.056951424,0.05408805,0.046830383,0.0085861477,0.665,39400,22926,0.718572799441682
"110547",8202,845,0.7926,0,0,0.005533354,0.018273472,0.029143898,0.009505703,0.007470784572,0.029790115,0.0214296305145333,0.012572027,0.0227909383646666,0.08125,0.039370079,0.06719609,0.0159433127,0.624,36000,12957,1.77842093077101
"110556",8027,920,0.8323,0,0,0.009883593,0.014457831,0.015923567,0.011089682,0.0062063960271,0.027838033,0.024632875,0.008607199,0.021751255,0.05783429,0.033163265,0.037088873,0.0105515588,0.602,34700,16377,1.1188251816572
"110565",8521,1021,0.8853,0,0,0.00241473,0.008220503,0.015537601,0.004813478,0.00447262246986667,0.016530965,0.010433133,0.009163251,0.013464338,0.037907729,0.018621037,0.036760789,0.0194404931,0.66,36300,16663,1.1784792654384
"110574",8804,910,0.7753,0,0,0.004320988,0.022646007,0.024896266,0.007737657,0.007681564,0.043673732,0.015062214,0.0109432,0.015450644,0.067928731,0.041745731,0.061410159,0.02598206,0.711,42700,20676,1.06519636293287
"110583",8671,1012,0.8876,0,0,0.003923492,0.011578306,0.010218978,0.005637468,0.00443938322496667,0.0159707284599334,0.0100573976904,0.006722689,0.010289634,0.03553719,0.018649518,0.037880867,0.0092570037,0.657,37500,18085,1.07354160906829
"110592",8767,871,0.8206,0,0,0.0067581,0.011122881,0.022968198,0.014020805,0.00839194613546667,0.033077854,0.026456918,0.018646129,0.025920873,0.04,0.046979866,0.049022749,0.011823825,0.632,35500,14747,1.4072692751068
"110608",8395,918,0.782,0,0,0.009464096,0.025178347,0.022008253,0.013665595,0.00582370796143334,0.037755528,0.021538462,0.004322111,0.024229837,0.055172414,0.033719705,0.052447552,0.012143858,0.633,35400,20899,0.693860950284703
"110617",8364,945,0.8251,0,0,0.006634023,0.024469821,0.011101623,0.009922637,0.004085802,0.041284404,0.027055517,0.006802721,0.02838428,0.098441657,0.081916538,0.048961424,0.015244548,0.69,39200,19380,1.02270381836945
"110644",12065,1192,0.9294,0,0,0.00427728844723333,0.0224003373087667,0.007739938,0.004450738,0.00364494,0.0255708715002667,0.006112469,0.00460733,0.006374841,0.059683888,0.044270833,0.072098287,0.0058105752,0.704,42600,31803,0.339496273936421
"110653",12839,1122,0.9175,0,0,0.003629032,0.0191000918232333,0.0198841040539667,0.0108981192778333,0.00447346010943334,0.0256129626214334,0.007220217,0.005356639,0.007503411,0.04147606,0.028017241,0.03414406,0.0238252566933233,0.711,41800,28980,0.442374051069703
"110671",11324,1078,0.8898,0,0,0.003148462,0.0222081982286,0.0328108869319,0.008420574,0.003040834,0.0236321095295,0.014896373,0.013375796,0.019987105,0.076726343,0.035190616,0.073385973,0.0241710408455733,0.638,35000,29787,0.175009232215396
"111461",8920,927.255566666667,0.632574673101898,0.0043,0.0057,0.016455696,0.044145873,0.082644628,0.023063534,0.00945134602806666,0.0211927388210667,0.045731707,0.0189526256709667,0.043478261,0.024752475,0.037671233,0.133012821,0.0048590865,0.515,32700,11251,1.90640831926051
"111939",8641,915.2384,0.629873310995671,0.0034,0.0316,0.019392523,0.046994536,0.0628639172828,0.03824895,0.005076142,0.040917266,0.084097859,0.0281053729740667,0.088905775,0.046248715,0.070915619,0.127961502056533,0.00876189459429999,0.449,26400,14156,0.864933597061317
"112190",7668,929.792395238095,0.668379668571429,0.02,0.0056,0.007545671,0.042627533,0.0453303890079,0.010384615,0.0203489899642666,0.023474178,0.0297526454699666,0.043909348,0.02892562,0.029294274,0.050632911,0.103459219,0.00941698733202667,0.499,29900,9475,2.155672823219
"113333",8848,934.753633333333,0.61634050952381,0,0,0.00968914,0.056882821,0.0637545253051333,0.017457475,0.0101349165231,0.039891819,0.0338939204813,0.0193647441504667,0.034712951,0.042038217,0.055793991,0.160869565,0.0070493454,0.602,35300,10046,2.51383635277722
"114354",2756,1038.19653333333,0.9346,0,0,0.00828864,0.0262365906432666,0.019586507,0.00884583,0.009128631,0.0210437492793667,0.026744186,0.015097691,0.023728814,0.070250133,0.048723898,0.069035533,0.0245398773,0.614,34500,42958,-0.196889985567298
"114390",2367,1034.6455,1,0,0,0.00828864,0.0262365906432666,0.019586507,0.00884583,0.009128631,0.0210437492793667,0.026744186,0.015097691,0.023728814,0.070250133,0.048723898,0.069035533,0.0245398773,0.614,34500,42052,-0.179587177779892
"114415",2525,1036.19686666667,0.913633313333333,0,0,0.00828864,0.0255139915108666,0.019586507,0.00884583,0.009128631,0.0210108168698667,0.026744186,0.015097691,0.023728814,0.070250133,0.048723898,0.069035533,0.0245398773,0.614,34500,38721,-0.109010614395289
"114789",8390,882.577466666667,0.617748049090909,0.0025,0.0038,0.020020222,0.043478261,0.0674878692512333,0.033257317,0.0118371843339333,0.026942711,0.058199619,0.029639175,0.061104088,0.049026946,0.052901024,0.081646734,0.00765755403549332,0.361,23600,10804,1.1843761569789
"114859",10472,926.236533333334,0.665654858888888,0.0492,0.0097,0.013023256,0.024509804,0.0532977542007999,0.025232404,0.011802227784,0.028169014,0.053835801,0.0245166112101,0.058415842,0.033366045,0.048295455,0.118855009,0.00835596327148335,0.491,27900,10533,1.64881800056964
"115001",8263,920.674966666667,0.709357607142856,0.0142,0,0.024675736,0.021276596,0.0615303149748,0.040858319,0.005997475,0.042704626,0.073316708,0.0252799304188,0.083997104,0.02398524,0.025280899,0.116395414010767,0.00872429721865666,0.439,27100,8859,2.05903600857885
"115454",4803,918.6557,0.624247155,0,0,0.124761177,0.182384342,0.017817372,0.089456246,0.0221715876729,0.034366577,0.030405405,0.047037263,0.024447031,0.039534884,0.032911392,0.0875,0.0090143343,0.496,26600,24503,0.08558135738481
"115472",3896,917.903366666666,0.620415396666667,0,0,0.124761177,0.182384342,0.017817372,0.089456246,0.0217617802677667,0.034366577,0.030405405,0.047037263,0.024447031,0.039534884,0.032911392,0.0875,0.0090143343,0.496,26600,23046,0.154213312505424
"115490",4604,918.390366666666,0.615750868333333,0,0,0.124761177,0.182384342,0.017817372,0.089456246,0.0217319585213333,0.034366577,0.030405405,0.047037263,0.024447031,0.039534884,0.032911392,0.0875,0.0090143343,0.496,26600,23209,0.146107113619716
"115515",4617,918.390366666666,0.614542495,0,0,0.124761177,0.182384342,0.017817372,0.089456246,0.0219824620746333,0.034366577,0.030405405,0.047037263,0.024447031,0.039534884,0.032911392,0.0875,0.0090143343,0.496,26600,23587,0.127739856700725
"115533",4515,917.903366666666,0.619107905,0,0,0.124761177,0.182384342,0.017817372,0.089456246,0.0218199873723,0.034366577,0.030405405,0.047037263,0.024447031,0.039534884,0.032911392,0.0875,0.0090143343,0.496,26600,22720,0.170774647887324
"115755",8148,1008,0.7756,0,0,0.005891016,0.024916944,0.025114155,0.016922263,0.00690332166483333,0.0246450498104334,0.014656144,0.00918469478083333,0.026143791,0.090814196,0.046979866,0.065236819,0.0190128381542967,0.488,28400,23113,0.228745727512655
"116466",5561,941.186399999999,0.376785666156556,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26686,0.274076294686352
"116475",6048,941.242099999999,0.213796043513708,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,26194,0.298007177216156
"116484",5924,941.400699999999,0.241045743167388,0,0,0.006893369,0.029339853,0.036825954,0.006985228,0.023048297,0.010621921,0.020873599,0.019602851,0.020045558,0.069049553,0.041760216,0.149405024,0.0098172538,0.593,34000,25603,0.327969378588447
"117113",5638,941.961766666666,0.6204,0.4599,0,0.009316141,0.030054899,0.063967136,0.014723615,0.011389522,0.0210155587800667,0.025569761,0.025008336,0.022551092,0.059278351,0.033084312,0.128093159,0.0081728435,0.632,35400,30521,0.159857147537761
"117645",7349,884.355266666667,0.611575832424242,0.0349,0.003,0.017402945,0.053007519,0.0690230986863666,0.03238656,0.0115179580876667,0.05036208,0.063068182,0.01948052,0.065044455,0.040996367,0.06691254,0.086472149,0.00831797919400333,0.406,25000,10615,1.3551577955723
"117724",7351,847.613633333333,0.596283393809524,0.1855,0.1515,0.016254417,0.039906103,0.0921009072219666,0.026834788,0.0132764084554333,0.024327785,0.061501597,0.149425287,0.067679558,0.05108055,0.069611781,0.1520931591446,0.00741311450561332,0.355,24200,11030,1.19401631912965
"117928",5719,939.302733333333,0.5455,0.1935,0,0.009316141,0.030054899,0.063967136,0.014723615,0.011389522,0.0207520017975667,0.025569761,0.025008336,0.022551092,0.059278351,0.033084312,0.128093159,0.0081728435,0.632,35400,33206,0.0660723965548395
"119605",9703,1086.81383333333,0.7662,0,0,0.00791935473706667,0.015579071,0.025430681,0.012787724,0.023578363,0.0214883687876334,0.0176161004218667,0.009700176,0.01509434,0.0362418096029667,0.0277520326204667,0.073959938,0.0525760771,0.772,48900,23859,1.04954105369043
"120342",9617,946.426166666667,0.659323672820513,0.0462,0.009,0.018625127,0.035560345,0.0536626852489,0.030431433,0.0107624482860333,0.024253731,0.035532995,0.0196753506143,0.031322506,0.029925187,0.039933444,0.130461165,0.01074542034572,0.525,30900,16053,0.924873855354139
"120971",9256,910.580800000001,0.652471688614718,0,0.0472,0.015878617,0.022185703,0.0667137508238333,0.031548056,0.00924846340059999,0.020766773,0.040748899,0.0200390880534,0.035830619,0.020576132,0.029069767,0.154340836,0.00705614347014,0.473,27500,11077,1.48262164846077
"121381",4413,936.398733333334,0.5517,0,0,0.0112608797832,0.054421769,0.0597916891121999,0.0182145322686667,0.00915493,0.020905923,0.0319689763158999,0.019157088,0.028985507,0.090909091,0.070422535,0.077809798,0.01476034070394,0.524,29200,29458,-0.00875823205920293
"121901",9492,882.6739,0.64829728909091,0.0653,0,0.027903269,0.067270375,0.0739311332848666,0.078818424,0.0221288911116333,0.053277618,0.082204434,0.022371365,0.082261029,0.0447604,0.075068493,0.1130918525537,0.00902430541906334,0.453,27200,12403,1.19301781826977
"121983",5718,960.199122222222,0.75,0,0,0.009316141,0.030054899,0.063967136,0.014723615,0.011389522,0.0212088513221667,0.025569761,0.025008336,0.022551092,0.059278351,0.033084312,0.128093159,0.0081728435,0.632,35400,27325,0.29551692589204
"122180",8009,886.2903,0.613095266666667,0.0523,0,0.017164512,0.068487019,0.0671677374751334,0.035627887,0.0114804355338667,0.057204147,0.050539957,0.0270232386829,0.050328228,0.051038062,0.081585082,0.131612357,0.00846922944996667,0.467,28300,12334,1.29447056915842
"122339",5435,879.413533333334,0.637512686233766,0.0537,0.0733,0.018079096,0.044101433,0.0651316467078667,0.027097447,0.0102738634504,0.037692308,0.069844789,0.0310485991435333,0.071563089,0.049382716,0.061278863,0.12404468,0.00697961678269667,0.421,25200,12291,1.05028069319014
"122366",3764,898.226033333334,0.459991410026736,0,0,0.008583056,0.030555556,0.051535088,0.013823235,0.005128522,0.017287745,0.024409658,0.008456905,0.021175005,0.07773386,0.070935961,0.145234987,0.0040465851,0.363,22100,26489,-0.165691419079618
